underlying_price,underlying_index,timestamp,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta,settlement_period,settlement_price
48235.0,BTC-19FEB21,1613068671585,0.0,0.0001,0.2935,0.0935474,52.24,,0.0,BTC-19FEB21-52500-P,47844.64,5292407199,[],0.0,0.0,0.0,0.188,3.0,"[[0.188, 3.0]]",233.71,,,,,15.29142,-52.84946,-9.54308,6e-05,-0.86208,week,0.19
47844.64,index_price,1613068671586,1729.1,0.0001,0.2035,0.00358654,260.0,0.0012,0.0,BTC-26FEB21-18000-P,47844.64,5292138056,"[[0.01, 10.0], [0.0015, 1.0], [0.0005, 3.7]]",317.62,0.01,10.0,0.0,0.0,[],0.0,,,,,3.84132,-34.3047,-0.37531,0.0,-0.01608,month,0.0
50655.93,BTC-24SEP21,1613068671588,170.2,0.0001,0.2025,0.00266085,40.75,0.064,0.0,BTC-24SEP21-100000-C,47844.64,5292402831,[],0.0,0.0,0.0,0.064,0.7,"[[0.064, 0.7], [0.188, 0.1]]",81.5,1.3,0.0,0.064,0.064,22.85356,-2.07352,6.81483,0.0,0.02453,month,0.06
48942.45,SYN.BTC-5MAR21,1613068671594,0.0,0.0001,0.258,0.05800951,100.0,,0.0,BTC-5MAR21-45000-P,47844.64,5292055208,"[[0.03, 0.4]]",66.9,0.03,0.4,0.0,0.0,[],0.0,,,,,42.54691,-98.68492,-10.93258,3e-05,-0.32022,week,
45274.07,BTC-12FEB21,1613068672592,19.5,0.0001,0.2,7.311e-05,90.08,0.0075,0.0,BTC-12FEB21-41500-P,47840.76,5292400543,[],0.0,0.0,0.0,0.0035,3.0,"[[0.0035, 3.0]]",180.13,,,,,0.31693,-3.31011,-0.00445,1e-05,-0.00637,week,0.0
45697.38,SYN.BTC-13FEB21,1613068672598,0.0,0.0001,0.3815,0.18169401,87.61,,0.0,BTC-13FEB21-54000-P,47840.76,5292408190,[],0.0,0.0,0.0,0.2,3.0,"[[0.2, 3.0]]",273.84,,,,,0.18349,-5.16292,-2.29972,0.0,-0.99807,day,
48942.13,SYN.BTC-5MAR21,1613068672596,0.0,0.0001,0.2665,0.06676704,100.0,,0.0,BTC-5MAR21-46000-P,47840.76,5292053908,"[[0.036, 0.4]]",65.42,0.036,0.4,0.0,0.0,[],0.0,,,,,44.20174,-102.52321,-12.14015,3e-05,-0.35323,week,
48942.13,SYN.BTC-5MAR21,1613068672602,0.0,0.0235,0.423,0.22349942,100.0,,0.0,BTC-5MAR21-39000-C,47840.76,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,27.17308,-63.02627,18.23915,2e-05,0.85449,week,
45693.29,SYN.BTC-13FEB21,1613068673608,0.0,0.0001,0.2865,0.08699696,124.82,,0.0,BTC-13FEB21-42000-C,47842.2,5292406871,"[[0.022, 88.0]]",0.0,0.022,88.0,0.1225,3.0,"[[0.1225, 3.0]]",301.77,,,,,6.68357,-267.91996,1.50429,6e-05,0.85872,day,
49754.44,BTC-26MAR21,1613068673599,1839.6,0.0001,0.2,0.00012268,231.26,0.0005,0.0,BTC-26MAR21-5000-P,47842.2,5292400108,[],0.0,0.0,0.0,0.0005,17.2,"[[0.0005, 17.2]]",267.07,,,,,0.28836,-0.78352,-0.03472,0.0,-0.00048,month,0.0
48231.87,BTC-19FEB21,1613068673601,1.5,0.0001,0.334,0.13426678,122.52,0.03,0.0,BTC-19FEB21-43000-C,47842.2,5292407116,"[[0.035, 5.0], [0.03, 77.0]]",0.0,0.035,5.0,0.207,3.0,"[[0.207, 3.0]]",271.71,,,,,21.06409,-170.7597,6.35056,4e-05,0.77018,week,0.06
48938.11,SYN.BTC-5MAR21,1613068673600,0.0,0.2305,0.63,0.430449,55.2,,0.0,BTC-5MAR21-70000-P,47842.2,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.60964,-2.0607,-41.21334,0.0,-0.99536,week,
47842.2,index_price,1613068673599,27.0,0.312,0.7115,0.51154123,250.0,0.338,0.0,BTC-26FEB21-24000-C,47842.2,5286216344,"[[0.0045, 0.2]]",0.0,0.0045,0.2,0.0,0.0,[],0.0,,,,,10.07385,-86.50379,8.33892,0.0,0.94859,month,0.48
48233.96,BTC-19FEB21,1613068674611,0.0,0.0001,0.322,0.12217412,53.57,,0.0,BTC-19FEB21-54000-P,47839.06,5292408389,[],0.0,0.0,0.0,0.2265,3.0,"[[0.2265, 3.0]]",264.31,,,,,10.00941,-35.47535,-10.43841,4e-05,-0.92314,week,0.22
49924.59,BTC-25JUN21,1613068674612,4.3,0.0001,0.293,0.09305822,100.0,0.1085,0.0,BTC-25JUN21-36000-P,47839.06,5292057253,"[[0.0235, 0.1]]",54.51,0.0235,0.1,0.0,0.0,[],0.0,,,,,84.44751,-31.6148,-53.46735,1e-05,-0.19961,month,0.0
48233.96,BTC-19FEB21,1613068674610,8.8,0.0001,0.3715,0.17161525,139.12,0.047,0.0,BTC-19FEB21-41000-C,47839.06,5292406944,[],0.0,0.0,0.0,0.2525,3.0,"[[0.2525, 3.0]]",317.76,,,,,18.2707,-168.18163,6.46537,3e-05,0.81906,week,0.1
47839.06,index_price,1613068674611,1.6,0.0001,0.218,0.01830428,53.0,0.0495,0.0,BTC-26FEB21-51000-C,47839.06,5292055764,[],0.0,0.0,0.0,0.058,0.4,"[[0.058, 0.4]]",106.04,,,,,32.73575,-59.59604,5.19603,7e-05,0.29063,month,0.05
45271.32,BTC-12FEB21,1613068674606,55.9,0.0001,0.2305,0.0305328,74.34,0.0309,0.0,BTC-12FEB21-44000-C,47839.06,5292408174,"[[0.006, 98.9], [0.003, 99.0]]",0.0,0.006,98.9,0.0555,3.0,"[[0.0555, 3.0]]",259.79,50.3,-56.4789,0.006,0.071,4.29846,-159.76569,0.55932,0.00018,0.84024,week,0.02
48229.93,BTC-19FEB21,1613068675614,0.0,0.0001,0.2515,0.05182993,51.41,,0.0,BTC-19FEB21-50000-P,47835.06,5292407109,[],0.0,0.0,0.0,0.1365,3.0,"[[0.1365, 3.0]]",201.28,,,,,25.01646,-85.0902,-7.24585,0.0001,-0.67375,week,0.14
49920.62,BTC-25JUN21,1613068675616,100.0,0.0001,0.3955,0.1956973,100.0,0.1835,0.0,BTC-25JUN21-56000-C,47835.06,5291581423,[],0.0,0.0,0.0,0.0,0.0,[],0.0,100.0,0.0,0.1835,0.1835,119.70981,-44.81602,63.76945,1e-05,0.54478,month,0.18
45691.29,SYN.BTC-13FEB21,1613068675621,0.0,0.0001,0.3165,0.11652406,82.09,,0.0,BTC-13FEB21-51000-P,47835.06,5292408210,[],0.0,0.0,0.0,0.1345,3.0,"[[0.1345, 3.0]]",214.8,,,,,1.53728,-40.52687,-2.13433,2e-05,-0.97848,day,
48935.51,SYN.BTC-5MAR21,1613068675616,0.0,0.0001,0.2105,0.01068376,48.65,,0.0,BTC-5MAR21-55000-C,47835.06,5292057802,[],0.0,0.0,0.0,0.0485,0.4,"[[0.0485, 0.4]]",95.78,,,,,30.81659,-34.77572,4.79128,4e-05,0.17645,week,
51328.78,SYN.BTC-31DEC21,1613068675618,0.2,0.5955,0.995,0.7950527,174.68,0.51,0.0,BTC-31DEC21-16000-C,47835.06,5284245444,"[[0.0005, 1000.0]]",0.0,0.0005,1000.0,0.0,0.0,[],0.0,,,,,59.6352,-16.14755,64.43882,0.0,0.9371,month,0.75
45268.2,BTC-12FEB21,1613068675613,32.3,0.0001,0.208,0.00830629,68.31,0.047,0.0,BTC-12FEB21-45500-C,47835.06,5292406297,[],0.0,0.0,0.0,0.035,3.0,"[[0.035, 3.0]]",240.14,10.2,224.1379,0.0145,0.0475,6.94348,-237.14839,0.29082,0.00033,0.42933,week,0.01
48225.36,BTC-19FEB21,1613068676621,10.3,0.0001,0.22,0.02026484,154.7,0.006,0.0,BTC-19FEB21-39500-P,47831.12,5292408211,"[[0.0055, 0.5]]",102.93,0.0055,0.5,0.04,3.0,"[[0.04, 3.0]]",206.38,5.5,-45.4545,0.006,0.011,16.65776,-170.50489,-1.76757,2e-05,-0.15675,week,0.01
48225.36,BTC-19FEB21,1613068676620,25.1,0.0001,0.214,0.01416936,260.0,0.001,0.0,BTC-19FEB21-30000-P,47831.12,5292406537,"[[0.0005, 0.5]]",140.34,0.0005,0.5,0.0815,3.0,"[[0.0815, 3.0]]",493.56,7.6,-66.6667,0.001,0.003,9.59264,-165.01954,-0.86754,1e-05,-0.07271,week,0.01
49748.69,BTC-26MAR21,1613068676620,2522.7,0.368,0.7675,0.56789565,231.22,0.4945,0.0,BTC-26MAR21-24000-C,47831.12,5292407753,"[[0.001, 1.7]]",0.0,0.001,1.7,0.5205,0.2,"[[0.5205, 0.2], [1.0, 0.1]]",112.49,0.4,1.9588,0.485,0.4945,28.43249,-77.24098,19.62741,0.0,0.90625,month,0.49
49916.96,BTC-25JUN21,1613068676625,0.1,0.0645,0.464,0.26400518,100.0,0.376,0.0,BTC-25JUN21-52000-P,47831.12,5292408497,"[[0.0845, 0.1], [0.071, 0.1]]",24.95,0.0845,0.1,0.0,0.0,[],0.0,,,,,117.18355,-43.87026,-122.59719,1e-05,-0.40716,month,0.29
49916.96,BTC-25JUN21,1613068676621,465.8,0.172,0.5715,0.37195613,100.0,0.2881,0.0,BTC-25JUN21-36000-C,47831.12,5286216343,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,84.45259,-31.6167,78.24714,1e-05,0.80032,month,0.25
48225.36,BTC-19FEB21,1613068676654,2.0,0.0001,0.2365,0.03650508,58.44,0.0465,0.0,BTC-19FEB21-48500-P,47831.12,5292408985,"[[0.0485, 0.4]]",79.25,0.0485,0.4,0.1135,3.0,"[[0.1135, 3.0]]",192.79,2.0,-12.2642,0.0465,0.0535,27.67395,-107.00745,-5.45879,0.0001,-0.51017,week,0.11
47822.82,index_price,1613068677629,290.0,0.0001,0.2005,0.00058131,51.82,0.0286,0.0,BTC-26FEB21-60000-C,47822.82,5292055512,[],0.0,0.0,0.0,0.016,0.5,"[[0.016, 0.5]]",103.68,,,,,3.85576,-6.86239,0.2972,1e-05,0.01616,month,0.02
49917.48,BTC-25JUN21,1613068677626,147.6,0.0001,0.2315,0.03185627,163.21,0.004,0.0,BTC-25JUN21-16000-P,47822.82,5292400085,"[[0.0005, 0.1]]",75.14,0.0005,0.1,0.096,0.2,"[[0.096, 0.2]]",251.25,,,,,31.07818,-18.98885,-14.92879,0.0,-0.04987,month,0.0
48926.96,SYN.BTC-5MAR21,1613068677636,0.0,0.0001,0.2235,0.02357865,48.69,,0.0,BTC-5MAR21-52000-C,47822.82,5292055199,[],0.0,0.0,0.0,0.068,0.3,"[[0.068, 0.3]]",96.41,,,,,42.75824,-48.28616,8.69096,6e-05,0.32432,week,
48221.13,BTC-19FEB21,1613068677677,29.0,0.0001,0.2015,0.00157268,54.17,0.016,0.0,BTC-19FEB21-55000-C,47822.82,5292409034,[],0.0,0.0,0.0,0.0185,0.4,"[[0.0185, 0.4], [0.0765, 3.0]]",108.39,9.0,100.0,0.008,0.016,7.11285,-25.49411,0.47975,3e-05,0.04962,week,0.03
45261.06,BTC-12FEB21,1613068677627,274.0,0.016,0.4155,0.21583248,250.01,0.1384,0.0,BTC-12FEB21-35500-C,47822.82,5290391471,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.28294,-35.36985,0.53769,0.0,0.9944,week,0.21
45675.67,SYN.BTC-13FEB21,1613068678643,0.0,0.004,0.4035,0.20395481,92.09,,0.0,BTC-13FEB21-55000-P,47821.45,5292408787,[],0.0,0.0,0.0,0.224,3.0,"[[0.224, 3.0]]",300.89,,,,,0.11067,-3.27288,-2.34395,0.0,-0.99889,day,
49737.89,BTC-26MAR21,1613068678639,26.0,0.0001,0.301,0.10101028,88.16,0.2,0.0,BTC-26MAR21-52000-C,47821.45,5291581465,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,67.75394,-70.18246,23.20584,3e-05,0.50111,month,0.05
48213.1,BTC-19FEB21,1613068678635,0.0,0.149,0.5485,0.34879746,260.0,,0.0,BTC-19FEB21-32500-C,47821.45,5286215808,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,12.80959,-220.35975,5.43061,1e-05,0.89275,week,0.3
45252.4,BTC-12FEB21,1613068678642,200.2,0.0001,0.2,0.00030947,77.69,0.0003,0.0,BTC-12FEB21-48000-C,47821.45,5292297316,[],0.0,0.0,0.0,0.0055,3.0,"[[0.0055, 3.0], [0.011, 0.4]]",155.39,189.6,-93.3333,0.0003,0.021,1.10109,-14.00405,0.01842,5e-05,0.02698,week,0.01
50634.29,BTC-24SEP21,1613068678636,2225.9,0.4975,0.897,0.69717402,100.0,0.6815,0.0,BTC-24SEP21-16000-C,47821.45,5292400055,"[[0.6815, 0.8], [0.67, 2.0], [0.452, 1.0], [0.001, 10.0]]",0.0,0.6815,0.8,0.702,0.1,"[[0.702, 0.1], [0.7025, 0.1]]",108.14,,,,,28.04584,-6.24471,84.57277,0.0,0.96862,month,0.69
49737.89,BTC-26MAR21,1613068678638,660.0,0.0001,0.3095,0.10973777,231.41,0.0115,0.0,BTC-26MAR21-32000-P,47821.45,5292400099,"[[0.004, 0.4]]",76.82,0.004,0.4,0.1255,0.2,"[[0.1255, 0.2]]",249.49,,,,,43.01541,-116.94966,-16.23849,1e-05,-0.17024,month,0.02
48914.29,SYN.BTC-5MAR21,1613068679650,0.0,0.0001,0.39,0.19002727,48.75,,0.0,BTC-5MAR21-58000-P,47817.69,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,18.32777,-20.72259,-31.95475,3e-05,-0.91604,week,
45253.44,BTC-12FEB21,1613068679641,4.5,0.0001,0.2,5e-07,126.69,0.002,0.0,BTC-12FEB21-55000-C,47817.69,5292297337,[],0.0,0.0,0.0,0.001,3.0,"[[0.001, 3.0]]",253.35,,,,,0.00329,-0.02277,3e-05,0.0,4e-05,week,0.0
45253.44,BTC-12FEB21,1613068679642,52.8,0.0001,0.202,0.00210117,67.55,0.036,0.0,BTC-12FEB21-46500-C,47817.69,5292408532,[],0.0,0.0,0.0,0.0245,3.0,"[[0.0245, 3.0]]",232.0,1.3,188.0,0.0125,0.036,4.20622,-95.08504,0.10534,0.0002,0.15466,week,0.0
47817.69,index_price,1613068679649,19.8,0.0001,0.2995,0.09997319,179.14,0.0355,0.0,BTC-26FEB21-44000-P,47817.69,5292053980,"[[0.023, 0.4]]",70.37,0.023,0.4,0.0,0.0,[],0.0,0.8,-2.7397,0.0355,0.0365,35.00461,-215.38799,-8.39828,2e-05,-0.34037,month,0.15
48212.07,BTC-19FEB21,1613068679642,13.5,0.0001,0.229,0.02924772,116.11,0.019,0.0,BTC-19FEB21-44000-P,47817.69,5292406338,"[[0.0165, 0.4]]",87.69,0.0165,0.4,0.043,3.0,"[[0.043, 3.0]]",144.5,7.9,-42.4242,0.0185,0.033,22.68336,-174.2624,-2.92829,4e-05,-0.26411,week,0.03
45253.44,BTC-12FEB21,1613068679642,56.4,0.0001,0.294,0.09401284,94.86,0.126,0.0,BTC-12FEB21-41000-C,47817.69,5292408529,"[[0.033, 66.0]]",0.0,0.033,66.0,0.11,3.0,"[[0.11, 3.0]]",333.31,0.2,0.0,0.126,0.126,0.19313,-9.16009,0.62306,1e-05,0.99635,week,0.08
49729.75,BTC-26MAR21,1613068680649,643.0,0.0001,0.209,0.00908915,231.31,0.017,0.0,BTC-26MAR21-14000-P,47825.35,5292400127,[],0.0,0.0,0.0,0.013,4.2,"[[0.013, 4.2]]",250.6,,,,,9.17291,-24.92911,-1.84713,0.0,-0.02276,month,0.0
48908.81,SYN.BTC-5MAR21,1613068680657,0.0,0.0001,0.2295,0.02989365,48.76,,0.0,BTC-5MAR21-51000-C,47825.35,5292057798,[],0.0,0.0,0.0,0.0765,0.3,"[[0.0765, 0.3]]",97.56,,,,,45.41134,-51.35715,10.23975,7e-05,0.38435,week,
49737.41,BTC-26MAR21,1613068680654,100.0,0.118,0.5175,0.31767472,217.46,0.3298,0.0,BTC-26MAR21-46000-C,47825.35,5291876402,"[[0.016, 66.0]]",0.0,0.016,66.0,0.56,1.0,"[[0.56, 1.0]]",434.88,100.0,0.0,0.3298,0.3298,60.48327,-154.52833,21.19036,1e-05,0.68313,month,0.1
47825.35,index_price,1613068680648,201.5,0.0001,0.2315,0.03172817,63.07,0.054,0.0,BTC-26FEB21-50000-C,47825.35,5292212903,"[[0.018, 990.3]]",44.56,0.018,990.3,0.046,1.0,"[[0.046, 1.0], [0.0665, 0.4]]",81.43,42.1,0.0,0.054,0.054,36.53314,-79.14333,6.754,6e-05,0.38588,month,0.05
48215.43,BTC-19FEB21,1613068680654,28.4,0.0001,0.2095,0.00996844,51.82,0.0335,0.0,BTC-19FEB21-51000-C,47825.35,5292406878,[],0.0,0.0,0.0,0.0365,0.4,"[[0.0365, 0.4], [0.07, 3.0]]",103.54,27.8,67.5,0.0155,0.0358,21.423,-73.44983,2.26675,9e-05,0.23707,week,0.02
49907.33,BTC-25JUN21,1613068680648,217.6,0.1275,0.527,0.32701899,100.0,0.2075,0.0,BTC-25JUN21-40000-C,47825.35,5292409025,"[[0.1995, 0.1], [0.098, 1.0], [0.0005, 100.0]]",18.76,0.1995,0.1,0.0,0.0,[],0.0,,,,,96.33516,-36.0652,76.87972,1e-05,0.74802,month,0.17
48915.93,SYN.BTC-5MAR21,1613068681664,0.0,0.0001,0.305,0.10539017,100.0,,0.0,BTC-5MAR21-48000-C,47827.52,5291316894,"[[0.005, 99.0]]",0.0,0.005,99.0,0.0,0.0,[],0.0,,,,,46.49253,-107.83655,13.67999,3e-05,0.57898,week,
49735.68,BTC-26MAR21,1613068681661,1902.0,0.4275,0.827,0.62715457,231.27,0.534,0.0,BTC-26MAR21-20000-C,47827.52,5292407379,"[[0.5425, 1.5], [0.534, 1.5], [0.4175, 0.4], [0.11, 0.1]]",0.0,0.5425,1.5,0.6,0.5,"[[0.6, 0.5], [0.616, 0.1], [0.6165, 0.1], [0.655, 1.5], [0.657, 1.5]]",130.87,1.0,-11.0,0.534,0.6,20.42956,-55.51019,18.09559,0.0,0.93924,month,0.57
50639.62,BTC-24SEP21,1613068681657,23.6,0.6725,1.072,0.87208175,161.49,0.8855,0.0,BTC-24SEP21-7000-C,47827.52,5292398627,"[[0.45, 1.4]]",0.0,0.45,1.4,0.0,0.0,[],0.0,,,,,14.22834,-5.11612,35.466,0.0,0.98594,month,0.86
48214.44,BTC-19FEB21,1613068681656,15.0,0.0001,0.2025,0.00257504,53.65,0.019,0.0,BTC-19FEB21-54000-C,47827.52,5292406872,[],0.0,0.0,0.0,0.022,0.4,"[[0.022, 0.4], [0.0725, 3.0]]",107.32,12.1,111.1111,0.009,0.0195,9.96502,-35.3748,0.73749,4e-05,0.07645,week,0.02
45261.37,BTC-12FEB21,1613068681662,75.0,0.0001,0.2005,0.00093746,67.84,0.0185,0.0,BTC-12FEB21-47000-C,47827.52,5292408121,[],0.0,0.0,0.0,0.0205,3.0,"[[0.0205, 3.0]]",230.16,29.2,117.6471,0.007,0.0185,2.61348,-42.43095,0.05418,0.00012,0.0794,week,0.01
45259.86,BTC-12FEB21,1613068682667,17.2,0.0001,0.2,4.318e-05,77.53,0.0055,0.0,BTC-12FEB21-49000-C,47825.55,5292408126,[],0.0,0.0,0.0,0.0025,3.0,"[[0.0025, 3.0], [0.0045, 0.4]]",150.53,23.2,57.1429,0.0035,0.0115,0.23604,-1.95435,0.00313,1e-05,0.00457,week,0.0
50640.25,BTC-24SEP21,1613068682666,199.1,0.3735,0.773,0.57301776,100.0,0.5,0.0,BTC-24SEP21-24000-C,47825.55,5283104061,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,64.20829,-14.29666,105.15757,0.0,0.91055,month,0.56
48215.54,BTC-19FEB21,1613068682662,798.3,0.0001,0.3165,0.11665794,116.13,0.1495,0.0,BTC-19FEB21-44000-C,47825.55,5292409271,[],0.0,0.0,0.0,0.187,3.0,"[[0.187, 3.0]]",254.68,990.0,2.3973,0.14,0.1495,22.6798,-174.26076,6.18255,4e-05,0.73601,week,0.05
45683.39,SYN.BTC-13FEB21,1613068682666,1.2,0.0001,0.224,0.02433706,79.01,0.0115,0.0,BTC-13FEB21-46000-P,47825.55,5292408818,"[[0.0105, 0.4]]",24.67,0.0105,0.4,0.0385,3.0,"[[0.0385, 3.0]]",133.62,1.6,-58.1818,0.0105,0.0275,11.83379,-300.25844,-1.10553,0.00017,-0.54302,day,
49909.54,BTC-25JUN21,1613068683670,162.2,0.0001,0.2635,0.06350431,100.0,0.0185,0.0,BTC-25JUN21-32000-P,47818.23,5292400069,"[[0.0155, 0.1]]",60.19,0.0155,0.1,0.0655,0.2,"[[0.0655, 0.2]]",101.39,60.0,-17.7778,0.0053,0.0225,70.33298,-26.33071,-38.96191,1e-05,-0.14981,month,0.07
47818.23,index_price,1613068683673,244.3,0.276,0.6755,0.47573403,250.0,0.4785,0.0,BTC-26FEB21-26000-C,47818.23,5292409061,"[[0.3785, 1.1], [0.377, 1.1], [0.063, 3.0]]",0.0,0.3785,1.1,0.4605,1.1,"[[0.4605, 1.1], [0.461, 1.1]]",175.3,0.2,6.689,0.4485,0.4785,12.93079,-111.03633,8.64982,1e-05,0.92923,month,0.45
49909.54,BTC-25JUN21,1613068683671,100.0,0.0001,0.238,0.03819178,61.66,0.1076,0.0,BTC-25JUN21-72000-C,47818.23,5292057240,[],0.0,0.0,0.0,0.1735,0.1,"[[0.1735, 0.1]]",123.34,100.0,0.0,0.1076,0.1076,87.74169,-20.25479,31.93346,2e-05,0.21303,month,0.11
45681.69,SYN.BTC-13FEB21,1613068683677,0.0,0.0001,0.2,4.94e-06,101.57,,0.0,BTC-13FEB21-57500-C,47818.23,5292297574,[],0.0,0.0,0.0,0.0025,0.5,"[[0.0025, 0.5], [0.013, 3.0]]",203.16,,,,,0.03257,-0.22553,0.00057,0.0,0.0003,day,
48212.69,BTC-19FEB21,1613068683671,41.8,0.0001,0.3,0.10039926,110.77,0.059,0.0,BTC-19FEB21-45000-C,47818.23,5292408118,[],0.0,0.0,0.0,0.1695,3.0,"[[0.1695, 3.0]]",241.97,11.6,-5.6,0.059,0.0625,24.27143,-177.88512,5.94359,5e-05,0.6958,week,0.04
49909.54,BTC-25JUN21,1613068683672,303.3,0.279,0.6785,0.47894081,100.0,0.679,0.0,BTC-25JUN21-28000-C,47818.23,5292400068,"[[0.1715, 4.7], [0.122, 0.1], [0.12, 7.9], [0.117, 1.4]]",0.0,0.1715,4.7,0.5825,0.2,"[[0.5825, 0.2]]",180.81,1.0,16.767,0.5815,0.679,54.5931,-20.43814,76.13903,1e-05,0.8958,month,0.46
48909.34,SYN.BTC-5MAR21,1613068684682,0.0,0.0001,0.218,0.01830458,48.75,,0.0,BTC-5MAR21-53000-C,47817.45,5292056564,[],0.0,0.0,0.0,0.0605,0.3,"[[0.0605, 0.3]]",95.92,,,,,39.15828,-44.27938,7.21516,6e-05,0.26805,week,
45253.31,BTC-12FEB21,1613068684681,13.1,0.0001,0.2,0.00012095,77.55,0.0075,0.0,BTC-12FEB21-48500-C,47817.45,5292392458,[],0.0,0.0,0.0,0.0035,3.0,"[[0.0035, 3.0], [0.007, 0.4]]",149.68,20.5,36.3636,0.004,0.016,0.5336,-5.47331,0.00788,2e-05,0.01154,week,0.0
49910.54,BTC-25JUN21,1613068684676,199.9,0.088,0.4875,0.28750524,100.0,0.609,0.0,BTC-25JUN21-44000-C,47817.45,5292408485,"[[0.126, 0.1], [0.0005, 100.0]]",19.11,0.126,0.1,0.0,0.0,[],0.0,,,,,105.71275,-39.57591,74.46595,1e-05,0.69526,month,0.1
48909.34,SYN.BTC-5MAR21,1613068684679,0.0,0.0485,0.448,0.2480941,100.0,,0.0,BTC-5MAR21-37500-C,47817.45,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,22.67989,-52.6046,18.47883,2e-05,0.88773,week,
45253.31,BTC-12FEB21,1613068684681,3.5,0.0001,0.2,7.38e-06,249.83,0.0005,0.0,BTC-12FEB21-32500-P,47817.45,5292343333,[],0.0,0.0,0.0,0.0015,3.0,"[[0.0015, 3.0]]",439.99,,,,,0.01894,-0.33409,-0.00021,0.0,-0.00029,week,0.0
48208.71,BTC-19FEB21,1613068685688,14.5,0.0001,0.2035,0.00396029,52.5,0.023,0.0,BTC-19FEB21-53000-C,47821.77,5292409040,[],0.0,0.0,0.0,0.0255,0.4,"[[0.0255, 0.4], [0.0695, 3.0]]",104.96,10.7,119.0476,0.0105,0.0235,13.20549,-45.87504,1.07738,5e-05,0.11191,week,0.02
47821.77,index_price,1613068685689,79.2,0.0001,0.262,0.06202425,200.31,0.0645,0.0,BTC-26FEB21-38000-P,47821.77,5292057450,"[[0.0055, 0.5], [0.001, 1.0]]",82.77,0.0055,0.5,0.0,0.0,[],0.0,30.0,0.0,0.0645,0.0645,28.2227,-194.17931,-5.36418,2e-05,-0.21926,month,0.11
47821.77,index_price,1613068685686,567.2,0.0001,0.2795,0.07961231,75.13,0.0498,0.0,BTC-26FEB21-46000-C,47821.77,5291722046,"[[0.05, 1.0], [0.01, 98.0]]",34.24,0.05,1.0,0.0,0.0,[],0.0,12.5,0.0,0.0498,0.0498,36.03449,-92.99314,10.51076,5e-05,0.63076,month,0.05
47821.77,index_price,1613068685683,471.4,0.3485,0.748,0.54846514,250.0,0.323,0.0,BTC-26FEB21-22000-C,47821.77,5290628069,"[[0.0075, 2.1]]",0.0,0.0075,2.1,0.0,0.0,[],0.0,0.2,0.0,0.323,0.323,7.47494,-64.18711,7.93302,0.0,0.96445,month,0.52
48204.39,BTC-19FEB21,1613068685685,20.8,0.0001,0.222,0.02243372,51.79,0.049,0.0,BTC-19FEB21-49000-C,47821.77,5292408416,[],0.0,0.0,0.0,0.052,0.4,"[[0.052, 0.4], [0.0785, 3.0]]",103.58,10.8,75.0,0.023,0.049,27.21433,-93.25385,4.04392,0.00011,0.42763,week,0.03
50635.46,BTC-24SEP21,1613068685686,2.2,0.395,0.7945,0.59489513,250.0,0.769,0.0,BTC-24SEP21-80000-C,47821.77,5282653211,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,119.85176,-66.7157,55.33634,0.0,0.77253,month,0.59
47832.64,index_price,1613068686692,4.8,0.0001,0.272,0.07238862,179.16,0.03,0.0,BTC-26FEB21-41000-P,47832.64,5292034788,"[[0.012, 0.5]]",77.48,0.012,0.5,0.0,0.0,[],0.0,,,,,31.64497,-194.73949,-6.54985,2e-05,-0.27103,month,0.11
50640.34,BTC-24SEP21,1613068686693,34.3,0.532,0.9315,0.73176727,100.0,0.741,0.0,BTC-24SEP21-14000-C,47832.64,5292400129,"[[0.158, 1.0], [0.108, 1.0]]",0.0,0.158,1.0,0.737,0.2,"[[0.737, 0.2]]",111.49,,,,,20.13277,-4.48278,76.98396,0.0,0.97889,month,0.72
45270.12,BTC-12FEB21,1613068686696,10.2,0.0001,0.2045,0.00475472,72.46,0.0005,0.0,BTC-12FEB21-44500-P,47832.64,5292305968,[],0.0,0.0,0.0,0.015,3.0,"[[0.015, 3.0]]",145.58,7.3,-97.9167,0.0005,0.029,5.81979,-210.83744,-0.18802,0.00026,-0.2675,week,0.01
45270.01,BTC-12FEB21,1613068687697,4.0,0.0001,0.2,7.94e-06,119.01,0.0005,0.0,BTC-12FEB21-39000-P,47827.74,5292297773,[],0.0,0.0,0.0,0.002,3.0,"[[0.002, 3.0]]",238.32,2.0,-66.6667,0.0005,0.0015,0.03826,-0.35934,-0.00043,0.0,-0.00062,week,0.0
