underlying_price,underlying_index,timestamp,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta,settlement_period,settlement_price
47773.85,index_price,1613068946501,71.3,0.0001,0.2,0.00026373,52.86,0.018,0.0,BTC-26FEB21-62000-C,47773.85,5292054982,[],0.0,0.0,0.0,0.0125,0.5,"[[0.0125, 0.5]]",105.69,,,,,2.05304,-3.72842,0.14421,0.0,0.00783,month,0.01
48195.16,BTC-19FEB21,1613068947506,14.6,0.0001,0.221,0.02128632,211.12,0.0035,0.0,BTC-19FEB21-35500-P,47773.32,5292423264,"[[0.0025, 0.5]]",122.2,0.0025,0.5,0.0515,3.0,"[[0.0515, 3.0]]",300.02,7.5,-12.5,0.003,0.0045,14.14007,-197.59374,-1.44266,1e-05,-0.12334,week,0.01
45690.26,SYN.BTC-13FEB21,1613068947507,0.0,0.0001,0.338,0.13839012,82.27,,0.0,BTC-13FEB21-52000-P,47773.32,5292426859,[],0.0,0.0,0.0,0.156,3.0,"[[0.156, 3.0]]",233.63,,,,,0.69578,-18.41596,-2.19773,1e-05,-0.99141,day,
48874.78,SYN.BTC-5MAR21,1613068947507,0.0,0.0001,0.2055,0.00591982,48.96,,0.0,BTC-5MAR21-57000-C,47773.32,5292056566,[],0.0,0.0,0.0,0.0385,0.4,"[[0.0385, 0.4]]",96.12,,,,,22.14891,-25.15301,2.96722,3e-05,0.10874,week,
48195.16,BTC-19FEB21,1613068947506,42.7,0.0001,0.2205,0.02051719,181.42,0.0045,0.0,BTC-19FEB21-37500-P,47773.32,5292426965,"[[0.004, 0.5]]",114.33,0.004,0.5,0.044,3.0,"[[0.044, 3.0]]",247.19,8.0,-47.0588,0.0045,0.0085,15.23925,-182.98719,-1.57558,2e-05,-0.13744,week,0.01
50658.59,BTC-24SEP21,1613068947506,114.7,0.1555,0.555,0.35509786,100.0,0.345,0.0,BTC-24SEP21-44000-C,47773.32,5292424713,"[[0.144, 0.1]]",18.87,0.144,0.1,0.0,0.0,[],0.0,,,,,134.60765,-29.9722,112.56921,1e-05,0.71629,month,0.35
45271.74,BTC-12FEB21,1613068947513,45.1,0.0001,0.202,0.00248107,74.44,0.006,0.0,BTC-12FEB21-44000-P,47773.32,5292420645,[],0.0,0.0,0.0,0.0115,3.0,"[[0.0115, 3.0]]",149.13,2.9,-53.8462,0.0055,0.013,4.28173,-112.32246,-0.11126,0.00018,-0.15941,week,0.01
48193.27,BTC-19FEB21,1613068948520,0.0,0.0001,0.3935,0.19357914,57.21,,0.0,BTC-19FEB21-57500-P,47772.22,5292426857,[],0.0,0.0,0.0,0.3375,3.0,"[[0.3375, 3.0]]",367.54,,,,,3.02407,-11.45195,-11.72907,1e-05,-0.98231,week,0.32
48193.27,BTC-19FEB21,1613068948512,8.8,0.0001,0.2335,0.03395243,110.99,0.024,0.0,BTC-19FEB21-45000-P,47772.22,5292425406,"[[0.021, 0.4]]",84.54,0.021,0.4,0.0475,3.0,"[[0.0475, 3.0]]",137.39,5.6,-41.4634,0.0235,0.0415,24.29639,-178.48879,-3.384,5e-05,-0.30531,week,0.04
45689.37,SYN.BTC-13FEB21,1613068948514,0.0,0.0001,0.2,5.23e-05,82.71,,0.0,BTC-13FEB21-53000-C,47772.22,5292408164,[],0.0,0.0,0.0,0.0045,0.5,"[[0.0045, 0.5], [0.008, 3.0]]",165.44,,,,,0.29184,-2.38976,0.00619,0.0,0.00323,day,
50687.87,BTC-25JUN21,1613068948513,363.3,0.348,0.7475,0.547537,100.0,0.5385,0.0,BTC-25JUN21-24000-C,47772.22,5292400064,"[[0.17, 10.1], [0.1, 76.0]]",0.0,0.17,10.1,0.624,0.2,"[[0.624, 0.2]]",177.05,,,,,37.46022,-14.02436,72.42424,0.0,0.93803,month,0.53
48202.03,BTC-19FEB21,1613068950535,34.2,0.0001,0.279,0.07905334,106.26,0.0775,0.0,BTC-19FEB21-46500-C,47779.52,5292426847,[],0.0,0.0,0.0,0.148,3.0,"[[0.148, 3.0], [0.151, 0.3]]",230.92,30.3,72.2222,0.04,0.0775,26.35359,-185.35798,5.41871,5e-05,0.62232,week,0.03
45277.39,BTC-12FEB21,1613068950528,153.0,0.0825,0.482,0.28211697,250.89,0.2819,0.0,BTC-12FEB21-32500-C,47779.52,5290425205,"[[0.1, 100.0]]",0.0,0.1,100.0,0.0,0.0,[],0.0,125.0,12.4003,0.2508,0.2819,0.01892,-2.3734,0.49323,0.0,0.99971,week,0.27
48874.84,SYN.BTC-5MAR21,1613068950534,0.0,0.0001,0.2005,0.00054603,51.3,,0.0,BTC-5MAR21-65000-C,47779.52,5292058421,[],0.0,0.0,0.0,0.018,0.4,"[[0.018, 0.4]]",102.61,,,,,3.98884,-4.747,0.36087,1e-05,0.01305,week,
48196.3,BTC-19FEB21,1613068950527,250.0,0.0635,0.463,0.26312751,194.73,0.2328,0.0,BTC-19FEB21-36500-C,47779.52,5292424710,[],0.0,0.0,0.0,0.377,3.0,"[[0.377, 3.0]]",480.56,,,,,14.56982,-187.78732,6.06557,2e-05,0.87125,week,0.19
50662.56,BTC-24SEP21,1613068950527,0.0,0.2915,0.691,0.49135285,100.0,,0.0,BTC-24SEP21-64000-P,47779.52,5292056549,"[[0.134, 0.1]]",0.0,0.134,0.1,0.0,0.0,[],0.0,,,,,157.82765,-35.14244,-297.24998,1e-05,-0.46246,month,0.4
50661.65,BTC-24SEP21,1613068951534,11111.2,0.272,0.6715,0.47161503,100.0,0.3071,0.0,BTC-24SEP21-32000-C,47777.37,5284471578,"[[0.05, 0.1]]",0.0,0.05,0.1,0.0,0.0,[],0.0,,,,,98.27371,-21.88203,113.54264,1e-05,0.83594,month,0.46
50627.69,SYN.BTC-31DEC21,1613068951538,112.4,0.0475,0.447,0.24745721,170.13,0.0825,0.0,BTC-31DEC21-28000-P,47777.37,5292033334,"[[0.017, 0.1]]",50.01,0.017,0.1,0.0,0.0,[],0.0,,,,,95.76345,-25.25502,-164.83178,0.0,-0.121,month,0.2
48882.79,SYN.BTC-5MAR21,1613068951541,0.0,0.007,0.4065,0.20677189,100.0,,0.0,BTC-5MAR21-40000-C,47777.37,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,30.27109,-70.22323,17.93284,2e-05,0.82813,week,
47777.37,index_price,1613068951534,25.0,0.427,0.8265,0.62688124,260.0,0.56,0.0,BTC-26FEB21-18000-C,47777.37,5286215990,"[[0.0055, 0.1]]",0.0,0.0055,0.1,0.0,0.0,[],0.0,,,,,3.85618,-34.44565,6.79995,0.0,0.98382,month,0.6
48202.77,BTC-19FEB21,1613068951586,0.0,0.0001,0.268,0.06810274,51.87,,0.0,BTC-19FEB21-51000-P,47777.37,5292427704,[],0.0,0.0,0.0,0.156,3.0,"[[0.156, 3.0]]",212.28,,,,,21.36747,-73.36443,-8.29765,9e-05,-0.76383,week,0.16
48202.46,BTC-19FEB21,1613068952550,0.0,0.149,0.5485,0.34855016,64.88,,0.0,BTC-19FEB21-65000-P,47778.38,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.18974,-0.81488,-13.44363,0.0,-0.9992,week,0.48
47778.38,index_price,1613068952541,381.6,0.0001,0.3795,0.17961826,179.4,0.1803,0.0,BTC-26FEB21-44000-C,47778.38,5291722044,"[[0.016, 15.4]]",0.0,0.016,15.4,0.31,3.0,"[[0.31, 3.0], [0.55, 5.0], [1.0, 2.0]]",358.8,37.5,-41.6694,0.1803,0.3091,35.00564,-215.76124,9.12772,2e-05,0.65876,month,0.16
50690.65,BTC-25JUN21,1613068952541,0.0,0.1615,0.561,0.36102013,100.0,,0.0,BTC-25JUN21-60000-P,47778.38,5292057256,"[[0.137, 0.1]]",0.0,0.137,0.1,0.0,0.0,[],0.0,,,,,122.29169,-45.78379,-157.94582,1e-05,-0.49054,month,0.41
47778.38,index_price,1613068952546,3.8,0.0001,0.2105,0.01090985,52.26,0.044,0.0,BTC-26FEB21-52500-C,47778.38,5292056569,[],0.0,0.0,0.0,0.0465,0.4,"[[0.0465, 0.4]]",104.51,,,,,26.49968,-47.57702,3.55265,6e-05,0.1974,month,0.04
48881.74,SYN.BTC-5MAR21,1613068953554,0.0,0.0001,0.2865,0.08678655,100.0,,0.0,BTC-5MAR21-50000-C,47774.7,5292033040,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,47.36893,-109.887,12.25437,3e-05,0.51134,week,
48881.74,SYN.BTC-5MAR21,1613068953558,0.0,0.3345,0.734,0.5344183,59.0,,0.0,BTC-5MAR21-75000-P,47774.7,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.67876,-0.92903,-44.23852,0.0,-0.99822,week,
45693.17,SYN.BTC-13FEB21,1613068953551,0.0,0.0001,0.2,3.171e-05,87.76,,0.0,BTC-13FEB21-54000-C,47774.7,5292294635,[],0.0,0.0,0.0,0.004,0.5,"[[0.004, 0.5], [0.0085, 3.0]]",175.51,,,,,0.18332,-1.44901,0.0037,0.0,0.00193,day,
48199.82,BTC-19FEB21,1613068954555,0.0,0.0001,0.3425,0.14257026,54.29,,0.0,BTC-19FEB21-55000-P,47762.93,5292426931,[],0.0,0.0,0.0,0.256,3.0,"[[0.256, 3.0]]",289.88,,,,,7.08251,-25.45412,-10.9048,3e-05,-0.9506,week,0.25
45270.99,BTC-12FEB21,1613068954555,229.9,0.0001,0.3165,0.11652599,108.31,0.147,0.0,BTC-12FEB21-40000-C,47762.93,5292426776,"[[0.04, 66.0]]",0.0,0.04,66.0,0.1305,3.0,"[[0.1305, 3.0]]",364.41,0.1,0.0,0.147,0.147,0.08908,-4.82406,0.60546,0.0,0.99844,week,0.11
47762.93,index_price,1613068954555,70.5,0.0001,0.205,0.00517478,250.0,0.0005,0.0,BTC-26FEB21-20000-P,47762.93,5291535216,[],0.0,0.0,0.0,0.0,0.0,[],0.0,1.0,0.0,0.0005,0.0005,5.21744,-44.81269,-0.53876,0.0,-0.02311,month,0.01
45689.39,SYN.BTC-13FEB21,1613068954558,100.5,0.0001,0.2015,0.0016356,124.87,0.0089,0.0,BTC-13FEB21-40000-P,47762.93,5292418314,[],0.0,0.0,0.0,0.002,1.0,"[[0.002, 1.0], [0.011, 3.0]]",130.19,100.5,790.0,0.001,0.0089,2.93326,-74.72946,-0.09488,3e-05,-0.04715,day,
48189.11,BTC-19FEB21,1613068955561,80.5,0.0001,0.2215,0.02167846,138.81,0.0085,0.0,BTC-19FEB21-41000-P,47768.4,5292423276,"[[0.008, 0.5]]",97.53,0.008,0.5,0.0385,3.0,"[[0.0385, 3.0]]",179.85,9.5,-46.875,0.0085,0.016,18.29732,-168.12099,-2.02856,3e-05,-0.18169,week,0.01
48189.11,BTC-19FEB21,1613068955561,15.9,0.0001,0.222,0.02241169,134.16,0.0095,0.0,BTC-19FEB21-41500-P,47768.4,5292423280,"[[0.009, 0.5]]",95.68,0.009,0.5,0.0385,3.0,"[[0.0385, 3.0]]",172.4,7.5,-47.2222,0.0095,0.018,18.92852,-168.09555,-2.13795,3e-05,-0.19193,week,0.01
48189.11,BTC-19FEB21,1613068955567,18.5,0.0001,0.2005,0.00051367,57.2,0.0105,0.0,BTC-19FEB21-57500-C,47768.4,5292423961,[],0.0,0.0,0.0,0.013,0.5,"[[0.013, 0.5], [0.0955, 3.0]]",114.49,7.0,90.9091,0.0055,0.0105,3.01206,-11.40399,0.17054,1e-05,0.01761,week,0.04
45259.82,BTC-12FEB21,1613068955562,286.0,0.027,0.4265,0.22699142,251.06,0.253,0.0,BTC-12FEB21-35000-C,47768.4,5290076660,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.19464,-24.4328,0.52811,0.0,0.9963,week,0.22
50648.96,BTC-24SEP21,1613068956569,572.1,0.4805,0.88,0.6803948,100.0,0.684,0.0,BTC-24SEP21-17000-C,47763.43,5292398619,"[[0.456, 5.8], [0.4, 1.1], [0.3435, 4.8], [0.3265, 1.1], [0.0165, 1.0], [0.01, 1.0]]",0.0,0.456,5.8,0.756,0.9,"[[0.756, 0.9]]",182.27,,,,,32.27516,-7.18652,87.985,0.0,0.96279,month,0.67
47763.43,index_price,1613068956569,281.6,0.0001,0.277,0.07732098,100.0,0.0041,0.0,BTC-26FEB21-48000-C,47763.43,5291526617,"[[0.005, 65.9]]",9.03,0.005,65.9,0.0,0.0,[],0.0,25.0,0.0,0.0041,0.0041,37.94179,-130.35305,8.62063,4e-05,0.52993,month,0.01
45260.52,BTC-12FEB21,1613068956573,100.0,0.0155,0.415,0.21520639,126.93,0.2508,0.0,BTC-12FEB21-55000-P,47763.43,5292427739,[],0.0,0.0,0.0,0.218,3.0,"[[0.218, 3.0]]",306.25,100.0,0.0,0.2508,0.2508,0.00326,-0.20677,-0.83397,0.0,-0.99996,week,0.23
48195.22,BTC-19FEB21,1613068956569,14.8,0.0001,0.227,0.02736196,118.76,0.0165,0.0,BTC-19FEB21-43500-P,47763.43,5292424928,"[[0.0145, 0.5]]",88.77,0.0145,0.5,0.0415,3.0,"[[0.0415, 3.0]]",148.91,7.2,-43.1034,0.016,0.029,21.8697,-171.9311,-2.73166,4e-05,-0.24656,week,0.02
47763.43,index_price,1613068956569,764.9,0.0275,0.427,0.22744922,179.48,0.2349,0.0,BTC-26FEB21-40000-C,47763.43,5288240036,[],0.0,0.0,0.0,0.4,0.1,"[[0.4, 0.1]]",441.31,22.2,0.0,0.2349,0.2349,30.31514,-186.93298,9.95057,2e-05,0.74989,month,0.21
47766.16,index_price,1613068957576,0.0,0.0001,0.3905,0.19068457,179.48,,0.0,BTC-26FEB21-43000-C,47766.16,5286583923,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,34.03203,-209.84933,9.35142,2e-05,0.68172,month,0.17
48191.17,BTC-19FEB21,1613068957580,1.8,0.0001,0.3515,0.15188518,129.83,0.038,0.0,BTC-19FEB21-42000-C,47766.16,5292426917,[],0.0,0.0,0.0,0.228,3.0,"[[0.228, 3.0]]",291.93,,,,,19.60405,-168.47783,6.43047,3e-05,0.79663,week,0.08
49666.16,BTC-26MAR21,1613068957576,0.9,0.036,0.4355,0.23561284,231.24,0.504,0.0,BTC-26MAR21-44000-P,47766.16,5292428161,"[[0.035, 0.4]]",61.95,0.035,0.4,0.4215,29.9,"[[0.4215, 29.9]]",400.44,,,,,58.21505,-158.17008,-30.54023,1e-05,-0.29178,month,0.07
47766.16,index_price,1613068957576,56.9,0.0001,0.216,0.01620167,250.0,0.004,0.0,BTC-26FEB21-25000-P,47766.16,5291535122,"[[0.0005, 1.0]]",134.24,0.0005,1.0,0.0,0.0,[],0.0,,,,,11.50772,-98.83996,-1.46999,1e-05,-0.06099,month,0.02
45261.04,BTC-12FEB21,1613068957576,43.0,0.0001,0.2,0.00042347,250.8,0.0005,0.0,BTC-12FEB21-36500-P,47766.16,5292294818,[],0.0,0.0,0.0,0.0015,3.0,"[[0.0015, 3.0]]",305.83,20.5,0.0,0.0005,0.0005,0.55728,-19.16684,-0.00864,1e-05,-0.01217,week,0.0
47766.16,index_price,1613068957576,557.8,0.209,0.6085,0.40867201,250.0,0.3985,0.0,BTC-26FEB21-30000-C,47766.16,5292066301,"[[0.063, 3.1], [0.001, 0.2]]",0.0,0.063,3.1,0.0,0.0,[],0.0,0.1,0.0,0.3985,0.3985,18.93786,-162.65763,9.00026,1e-05,0.88126,month,0.38
50544.26,BTC-25JUN21,1613068958583,329.9,0.0001,0.2095,0.00997518,100.0,0.0055,0.0,BTC-25JUN21-20000-P,47767.65,5292400071,"[[0.0025, 0.1]]",77.01,0.0025,0.1,0.006,0.2,"[[0.006, 0.2], [0.592, 1.0]]",89.86,0.3,-50.0,0.0055,0.011,22.64497,-8.47787,-7.99886,0.0,-0.03324,month,0.01
47767.65,index_price,1613068958582,12.2,0.0001,0.242,0.04205743,75.16,0.0325,0.0,BTC-26FEB21-46000-P,47767.65,5292055940,"[[0.0345, 0.4]]",65.12,0.0345,0.4,0.0,0.0,[],0.0,0.4,0.0,0.0325,0.0325,36.07956,-93.15979,-7.88787,5e-05,-0.3721,month,0.08
45264.07,BTC-12FEB21,1613068958582,34.1,0.0001,0.2005,0.00063092,250.81,0.0005,0.0,BTC-12FEB21-37000-P,47767.65,5292294831,[],0.0,0.0,0.0,0.0015,3.0,"[[0.0015, 3.0]]",289.61,28.0,0.0,0.0005,0.0005,0.75438,-28.55796,-0.01231,1e-05,-0.0173,week,0.0
47767.65,index_price,1613068958586,0.0,0.0001,0.3095,0.10999814,52.31,,0.0,BTC-26FEB21-52500-P,47767.65,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,26.4657,-47.56118,-17.38753,6e-05,-0.80294,month,0.21
48193.33,BTC-19FEB21,1613068959590,7.6,0.0001,0.2925,0.09271806,108.97,0.053,0.0,BTC-19FEB21-45500-C,47765.25,5292426907,[],0.0,0.0,0.0,0.1615,3.0,"[[0.1615, 3.0]]",237.24,2.0,-1.8519,0.053,0.054,25.04827,-180.67948,5.77678,5e-05,0.67193,week,0.04
45681.52,SYN.BTC-13FEB21,1613068960602,1.1,0.0001,0.3055,0.10581889,124.68,0.156,0.0,BTC-13FEB21-41000-C,47759.1,5292428287,"[[0.022, 99.0]]",0.0,0.022,99.0,0.1425,3.0,"[[0.1425, 3.0], [0.155, 2.1]]",329.7,1.1,0.0,0.156,0.156,4.65189,-186.67735,1.57264,4e-05,0.91465,day,
47759.1,index_price,1613068960599,1.2,0.0001,0.282,0.08211559,100.0,0.077,0.0,BTC-26FEB21-47500-C,47759.1,5291308239,"[[0.003, 99.0]]",0.0,0.003,99.0,0.0,0.0,[],0.0,,,,,37.7395,-129.65805,8.92168,4e-05,0.55056,month,0.05
45263.69,BTC-12FEB21,1613068960597,4.4,0.0001,0.305,0.10530611,99.67,0.1365,0.0,BTC-12FEB21-40500-C,47759.1,5292427737,"[[0.022, 98.9]]",0.0,0.022,98.9,0.12,3.0,"[[0.12, 3.0]]",347.24,0.6,520.4545,0.022,0.1365,0.10968,-5.46596,0.61277,0.0,0.99804,week,0.1
45681.52,SYN.BTC-13FEB21,1613068960610,0.0,0.0001,0.36,0.16019644,82.79,,0.0,BTC-13FEB21-53000-P,47759.1,5292428976,[],0.0,0.0,0.0,0.178,3.0,"[[0.178, 3.0]]",252.92,,,,,0.29069,-7.74561,-2.24957,0.0,-0.99678,day,
49662.57,BTC-26MAR21,1613068961605,359.6,0.0001,0.2505,0.05051977,231.22,0.003,0.0,BTC-26MAR21-24000-P,47758.42,5292400077,[],0.0,0.0,0.0,0.0615,0.2,"[[0.0615, 0.2]]",249.87,1.8,-33.3333,0.003,0.005,28.46317,-77.32953,-8.37517,0.0,-0.09411,month,0.01
50423.53,BTC-25JUN21,1613068961604,104.0,0.0001,0.3635,0.1639194,100.0,0.2045,0.0,BTC-25JUN21-44000-P,47758.42,5292042910,"[[0.047, 0.1]]",43.47,0.047,0.1,0.0,0.0,[],0.0,,,,,105.86457,-39.63378,-85.44974,1e-05,-0.29885,month,0.01
47752.34,index_price,1613068963623,3.3,0.0001,0.2675,0.06762938,75.2,0.1245,0.0,BTC-26FEB21-47000-C,47752.34,5292424682,"[[0.006, 99.0]]",0.0,0.006,99.0,0.1265,0.9,"[[0.1265, 0.9]]",150.45,,,,,37.42315,-96.68247,9.5994,5e-05,0.57175,month,0.05
48169.47,BTC-19FEB21,1613068964625,248.5,0.074,0.4735,0.27392594,203.72,0.2069,0.0,BTC-19FEB21-36000-C,47753.99,5291376581,[],0.0,0.0,0.0,0.0,0.0,[],0.0,198.0,0.0,0.2069,0.2069,14.43161,-194.61672,5.97143,1e-05,0.87289,week,0.21
50636.0,BTC-24SEP21,1613068964625,203.1,0.0001,0.339,0.1392453,100.0,0.137,0.0,BTC-24SEP21-36000-P,47753.99,5292426457,"[[0.0285, 0.1], [0.0005, 10.1]]",46.42,0.0285,0.1,0.2275,86.4,"[[0.2275, 86.4]]",140.01,,,,,112.54574,-25.0599,-106.96202,1e-05,-0.20409,month,0.15
50327.64,BTC-25JUN21,1613068964625,840.3,0.5145,0.914,0.71416829,164.4,0.6315,0.0,BTC-25JUN21-16000-C,47753.99,5292400086,[],0.0,0.0,0.0,0.7755,0.2,"[[0.7755, 0.2]]",249.6,,,,,31.15426,-19.17521,43.54517,0.0,0.95049,month,0.67
47756.12,index_price,1613068965639,373.3,0.067,0.4665,0.2666441,200.32,0.228,0.0,BTC-26FEB21-38000-C,47756.12,5292429157,[],0.0,0.0,0.0,0.3,0.1,"[[0.3, 0.1], [0.3915, 29.0]]",255.04,26.0,-24.0,0.228,0.3,28.25484,-194.45418,9.76965,2e-05,0.77974,month,0.26
45256.45,BTC-12FEB21,1613068965633,23.6,0.0001,0.272,0.07206571,87.21,0.106,0.0,BTC-12FEB21-42000-C,47756.12,5292428121,"[[0.027, 69.0]]",0.0,0.027,69.0,0.09,3.0,"[[0.09, 3.0]]",302.14,0.3,0.0,0.106,0.106,0.60356,-26.31776,0.6276,2e-05,0.98665,week,0.06
48852.9,SYN.BTC-5MAR21,1613068965637,0.0,0.0001,0.2505,0.0505848,100.0,,0.0,BTC-5MAR21-44000-P,47756.12,5292055205,"[[0.025, 0.4]]",67.99,0.025,0.4,0.0,0.0,[],0.0,,,,,40.66639,-94.33836,-9.83803,3e-05,-0.29046,week,
48852.9,SYN.BTC-5MAR21,1613068965636,0.0,0.0001,0.2735,0.07367215,49.03,,0.0,BTC-5MAR21-51000-P,47756.12,5292429158,"[[0.079, 0.3], [0.0495, 0.1]]",54.77,0.079,0.3,0.0,0.0,[],0.0,,,,,45.25656,-51.47451,-19.96587,7e-05,-0.61846,week,
49658.15,BTC-26MAR21,1613068965635,390.3,0.0001,0.214,0.01437579,231.13,0.0205,0.0,BTC-26MAR21-16000-P,47756.12,5292400128,[],0.0,0.0,0.0,0.0195,3.8,"[[0.0195, 3.8]]",249.81,0.3,0.0,0.0205,0.0205,12.68322,-34.44396,-2.78011,0.0,-0.03364,month,0.0
45672.67,SYN.BTC-13FEB21,1613068965636,15.8,0.0001,0.2035,0.00385329,73.77,0.025,0.0,BTC-13FEB21-48000-C,47756.12,5292421088,[],0.0,0.0,0.0,0.019,3.0,"[[0.019, 3.0], [0.028, 0.4]]",147.48,17.3,31.5789,0.019,0.0345,7.14781,-169.72224,0.29687,0.00011,0.15658,day,
50641.0,BTC-24SEP21,1613068966640,44.4,0.0001,0.2105,0.01051585,100.0,0.0035,0.0,BTC-24SEP21-15000-P,47756.42,5292400130,"[[0.003, 0.1], [0.002, 0.1]]",78.83,0.003,0.1,0.0165,0.2,"[[0.0165, 0.2]]",111.27,0.3,0.0,0.0035,0.0035,23.97744,-5.33891,-11.37093,0.0,-0.02598,month,0.01
47756.42,index_price,1613068966640,0.0,0.0001,0.3015,0.10179344,52.61,,0.0,BTC-26FEB21-52000-P,47756.42,5267712332,"[[0.001, 99.0]]",0.0,0.001,99.0,0.0,0.0,[],0.0,,,,,28.54835,-51.60269,-16.70911,6e-05,-0.77571,month,0.2
48170.91,BTC-19FEB21,1613068966640,28.8,0.0001,0.248,0.0482142,105.18,0.0557,0.0,BTC-19FEB21-47000-P,47756.42,5292425378,"[[0.0345, 0.4], [0.006, 99.0]]",80.53,0.0345,0.4,0.062,3.0,"[[0.062, 3.0]]",129.87,129.4,-11.5873,0.0335,0.063,26.87152,-187.09606,-4.52615,5e-05,-0.40583,week,0.08
48855.28,SYN.BTC-5MAR21,1613068966646,0.0,0.0001,0.2,7.099e-05,59.06,,0.0,BTC-5MAR21-75000-C,47756.42,5291966343,[],0.0,0.0,0.0,0.0105,0.4,"[[0.0105, 0.4]]",118.11,,,,,0.67676,-0.9272,0.04928,0.0,0.00178,week,
45675.81,SYN.BTC-13FEB21,1613068967649,55.6,0.0001,0.235,0.03531835,64.5,0.02,0.0,BTC-13FEB21-47000-P,47757.29,5292394161,"[[0.02, 32.8], [0.017, 0.4]]",0.0,0.02,32.8,0.0505,3.0,"[[0.0505, 3.0]]",129.04,55.6,-45.9459,0.02,0.037,9.57313,-198.74447,-1.51646,0.00017,-0.74477,day,
48170.07,BTC-19FEB21,1613068967649,62.2,0.0001,0.2435,0.04391982,105.91,0.0516,0.0,BTC-19FEB21-46500-P,47757.29,5292424375,"[[0.0305, 0.4]]",81.2,0.0305,0.4,0.0575,3.0,"[[0.0575, 3.0]]",130.6,58.8,-9.4737,0.03,0.057,26.36607,-184.85052,-4.21724,5e-05,-0.37913,week,0.06
45260.1,BTC-12FEB21,1613068967647,1.0,0.0001,0.24,0.04015519,77.14,0.0785,0.0,BTC-12FEB21-43500-C,47757.29,5292428146,"[[0.023, 91.0]]",0.0,0.023,91.0,0.063,3.0,"[[0.063, 3.0]]",266.87,0.2,0.0,0.0785,0.0785,2.88249,-111.18132,0.59637,0.00012,0.90913,week,0.03
50238.62,BTC-25JUN21,1613068968655,51.0,0.0001,0.3745,0.17454893,100.0,0.139,0.0,BTC-25JUN21-60000-C,47758.34,5291581422,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,121.23044,-45.38648,60.50345,1e-05,0.50355,month,0.16
50237.57,BTC-25JUN21,1613068968654,476.2,0.0555,0.455,0.25547304,100.0,0.0005,0.0,BTC-25JUN21-48000-C,47758.34,5291572462,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,112.88355,-42.26155,72.0377,1e-05,0.6472,month,0.24
50643.01,BTC-24SEP21,1613068968654,12.4,0.024,0.4235,0.22382068,100.0,0.2275,0.0,BTC-24SEP21-44000-P,47758.34,5292038824,"[[0.048, 0.1]]",34.44,0.048,0.1,0.0,0.0,[],0.0,,,,,134.59624,-29.96975,-158.16705,1e-05,-0.28385,month,0.24
50218.22,BTC-25JUN21,1613068969670,0.0,0.272,0.6715,0.471822,61.29,,0.0,BTC-25JUN21-72000-P,47758.15,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,88.94673,-20.40849,-230.888,2e-05,-0.78421,month,0.61
49661.74,BTC-26MAR21,1613068969662,0.0,0.0001,0.3555,0.15582055,52.19,,0.0,BTC-26MAR21-56000-P,47758.15,5291510242,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,57.00807,-34.9563,-50.74982,4e-05,-0.72073,month,0.24
49661.74,BTC-26MAR21,1613068969663,22937.2,0.6015,1.001,0.80123919,231.15,0.7295,0.0,BTC-26MAR21-10000-C,47758.15,5292414156,"[[0.658, 4.0], [0.35, 16.0]]",0.0,0.658,4.0,0.945,5.0,"[[0.945, 5.0]]",500.0,14.0,-14.9271,0.7285,0.9635,3.57327,-9.70502,11.06479,0.0,0.99235,month,0.78
50644.16,BTC-24SEP21,1613068969667,30.2,0.0001,0.207,0.00714025,161.5,0.0005,0.0,BTC-24SEP21-6000-P,47758.15,5292400103,[],0.0,0.0,0.0,0.035,1.0,"[[0.035, 1.0]]",250.37,,,,,10.81244,-3.88818,-5.41641,0.0,-0.01024,month,0.0
50644.35,BTC-24SEP21,1613068969661,111.7,0.32,0.7195,0.51959485,100.0,0.366,0.0,BTC-24SEP21-28000-C,47758.15,5283198227,"[[0.135, 0.1], [0.1345, 1.0]]",0.0,0.135,0.1,0.0,0.0,[],0.0,,,,,82.01799,-18.26246,110.56309,1e-05,0.87446,month,0.51
50644.35,BTC-24SEP21,1613068969661,67.1,0.6115,1.011,0.8114293,161.5,0.7785,0.0,BTC-24SEP21-11000-C,47758.15,5292400123,[],0.0,0.0,0.0,0.8695,0.6,"[[0.8695, 0.6]]",250.02,,,,,29.22531,-10.50949,48.4782,0.0,0.96703,month,0.78
