underlying_price,underlying_index,timestamp,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta,settlement_period
1929.93,ETH-25JUN21,1613068731977,0.0,10.0,0.0001,0.2005,0.000686,80.0,0.0005,0.0,ETH-25JUN21-600-P,1795.22,1028784217,"[[0.0005, 1.0]]",77.07,0.0005,1.0,0.0,0.0,[],0.0,,,,,0.13679,-0.04097,-0.03275,1e-05,-0.00395,month
1953.98,SYN.ETH-24SEP21,1613068731981,0.3,0.0,0.0745,0.474,0.274253,80.0,,0.0,ETH-24SEP21-2040-P,1795.22,1050496654,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.93338,-1.05691,-8.14428,0.00032,-0.40319,month
1953.93,SYN.ETH-24SEP21,1613068732984,0.31,0.0,0.088,0.4875,0.287693,80.0,,0.0,ETH-24SEP21-2080-P,1795.05,1050496650,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.97559,-1.06443,-8.45012,0.00032,-0.41523,month
1953.93,SYN.ETH-24SEP21,1613068732984,0.23,0.0,0.0455,0.445,0.245126,80.0,0.0005,0.0,ETH-24SEP21-1960-C,1795.05,1081216001,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.82946,-1.0384,4.52166,0.00031,0.62126,month
1797.91,SYN.ETH-13FEB21,1613068732985,,0.0,0.0001,0.31,0.110325,80.0,,0.0,ETH-13FEB21-1600-C,1795.05,1085615601,[],0.0,0.0,0.0,0.1105,2.0,"[[0.1105, 2.0]]",87.98,,,,,0.03655,-0.93937,0.06729,0.00033,0.98805,day
1953.93,SYN.ETH-24SEP21,1613068732984,0.0,0.0,0.0001,0.2005,0.000836,80.0,,0.0,ETH-24SEP21-440-P,1795.05,1016043211,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.16425,-0.02926,-0.05305,1e-05,-0.00358,month
1974.56,SYN.ETH-31DEC21,1613068733991,0.59,0.0,0.4045,0.804,0.604492,80.0,,0.0,ETH-31DEC21-840-C,1795.02,1018925169,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.35922,-0.29256,5.76421,9e-05,0.9348,month
1868.48,ETH-26MAR21,1613068733991,0.0,0.0,0.0001,0.2,0.000167,84.81,,0.0,ETH-26MAR21-840-P,1795.02,1050496672,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.03738,-0.03724,-0.00436,1e-05,-0.00183,month
1974.56,SYN.ETH-31DEC21,1613068733991,0.05,0.0,0.0001,0.245,0.045163,80.0,,0.0,ETH-31DEC21-960-P,1795.02,1050496690,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,3.03777,-0.37671,-2.37524,0.00011,-0.09095,month
1953.76,SYN.ETH-24SEP21,1613068733991,0.33,0.0,0.147,0.5465,0.346611,80.0,,0.0,ETH-24SEP21-1520-C,1795.02,1080750363,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.73861,-0.84409,4.99736,0.00025,0.76233,month
1929.7,ETH-25JUN21,1613068733991,0.06,3000.0,0.0001,0.2485,0.048563,80.0,0.159,0.0,ETH-25JUN21-1320-P,1795.02,1066572202,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.7492,-0.82338,-1.41835,0.00025,-0.15229,month
1974.52,SYN.ETH-31DEC21,1613068734998,0.43,0.0,0.2425,0.642,0.442386,80.0,,0.0,ETH-31DEC21-1320-C,1795.01,1080750417,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.88788,-0.60614,6.57137,0.00018,0.81898,month
1820.14,SYN.ETH-26FEB21,1613068735005,0.17,0.0,0.0001,0.3835,0.183838,80.0,,0.0,ETH-26FEB21-1500-C,1795.01,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.63041,-1.73235,0.52101,0.0006,0.9016,month
1953.7,SYN.ETH-24SEP21,1613068734998,0.22,0.0,0.0305,0.43,0.230226,80.0,,0.0,ETH-24SEP21-2040-C,1795.01,1081215997,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.93288,-1.05682,4.40522,0.00032,0.59672,month
1795.98,SYN.ETH-12FEB21,1613068734999,0.0,0.0,0.0001,0.2,4.3e-05,80.0,,0.0,ETH-12FEB21-1950-C,1795.01,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00906,-0.07672,0.00012,0.00023,0.00441,day
1797.71,SYN.ETH-13FEB21,1613068735001,,0.0,0.0001,0.273,0.073203,80.0,,0.0,ETH-13FEB21-1925-P,1795.01,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.20548,-5.28132,-0.07462,0.00186,-0.90035,day
1820.14,SYN.ETH-26FEB21,1613068735000,0.19,0.0,0.0001,0.371,0.171095,80.0,,0.0,ETH-26FEB21-2100-P,1795.01,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.03998,-2.85783,-0.69951,0.00098,-0.79257,month
1797.71,SYN.ETH-13FEB21,1613068735002,,0.0,0.0001,0.206,0.006349,80.0,,0.0,ETH-13FEB21-1875-C,1795.01,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.34553,-8.88114,0.0162,0.00313,0.21776,day
1953.7,SYN.ETH-24SEP21,1613068734998,0.15,0.0,0.0001,0.334,0.134265,80.0,,0.0,ETH-24SEP21-1560-P,1795.01,1050496643,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.87656,-0.86866,-4.6269,0.00026,-0.25067,month
1953.7,SYN.ETH-24SEP21,1613068734998,0.47,0.0,0.2895,0.689,0.489056,80.0,,0.0,ETH-24SEP21-1080-C,1795.01,1064572594,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.76957,-0.49334,4.88997,0.00015,0.89588,month
1868.45,ETH-26MAR21,1613068734998,0.76,101.0,0.565,0.9645,0.764559,133.55,0.8435,0.0,ETH-26MAR21-440-C,1795.01,1081906367,"[[0.17, 14.0]]",0.0,0.17,14.0,0.0,0.0,[],0.0,,,,,0.00789,-0.01238,0.51217,0.0,0.99966,month
1929.65,ETH-25JUN21,1613068737012,0.02,0.0,0.0001,0.2165,0.016633,80.0,,0.0,ETH-25JUN21-1040-P,1794.93,1050496656,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.46845,-0.4398,-0.57178,0.00013,-0.06435,month
1929.65,ETH-25JUN21,1613068737012,0.15,0.0,0.0001,0.331,0.131458,80.0,,0.0,ETH-25JUN21-1720-P,1794.93,1050496667,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.15069,-1.24313,-3.15758,0.00038,-0.31574,month
1820.12,SYN.ETH-26FEB21,1613068737015,0.05,0.0,0.0001,0.256,0.056318,80.0,,0.0,ETH-26FEB21-1850-C,1794.93,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.44972,-3.98377,0.31568,0.00137,0.49121,month
1795.97,SYN.ETH-12FEB21,1613068737016,0.0,0.0,0.0001,0.2,0.0,80.0,,0.0,ETH-12FEB21-1550-P,1794.93,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.0,-1e-05,0.0,0.0,0.0,day
1795.97,SYN.ETH-12FEB21,1613068737014,0.0,0.0,0.0001,0.2,0.000455,80.0,,0.0,ETH-12FEB21-1900-C,1794.93,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.05662,-0.81765,0.001,0.00144,0.03694,day
1929.45,ETH-25JUN21,1613068738027,0.07,0.0,0.0001,0.2615,0.061658,80.0,,0.0,ETH-25JUN21-1400-P,1794.81,1050496661,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,3.09214,-0.92609,-1.72595,0.00028,-0.18279,month
1953.6,SYN.ETH-24SEP21,1613068738022,0.67,500.0,0.478,0.8775,0.677629,80.0,0.2727,0.0,ETH-24SEP21-640-C,1794.81,1018925159,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.68508,-0.12203,3.6559,4e-05,0.98179,month
1953.6,SYN.ETH-24SEP21,1613068738026,0.57,0.0,0.3865,0.786,0.586477,80.0,,0.0,ETH-24SEP21-840-C,1794.81,1018941500,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.5443,-0.27508,4.38654,8e-05,0.95143,month
1868.34,ETH-26MAR21,1613068738021,0.61,11.0,0.415,0.8145,0.614678,86.56,0.6,0.0,ETH-26MAR21-720-C,1794.81,1074274220,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00858,-0.00873,0.83859,0.0,0.99963,month
1795.89,SYN.ETH-12FEB21,1613068738021,0.01,0.0,0.0001,0.219,0.019089,80.0,,0.0,ETH-12FEB21-1775-C,1794.81,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.25918,-10.36734,0.01732,0.00659,0.65182,day
1929.55,ETH-25JUN21,1613068738022,0.66,0.0,0.4695,0.869,0.669388,80.0,,0.0,ETH-25JUN21-640-C,1794.81,1018935386,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.19338,-0.05792,2.29322,2e-05,0.99417,month
1868.34,ETH-26MAR21,1613068738019,0.07,0.0,0.0001,0.269,0.069326,80.0,,0.0,ETH-26MAR21-1720-P,1794.81,1050496671,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.31085,-2.17204,-0.87029,0.00071,-0.33018,month
1974.42,SYN.ETH-31DEC21,1613068738024,0.44,0.0,0.254,0.6535,0.453952,80.0,,0.0,ETH-31DEC21-1280-C,1794.81,1063821767,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.70506,-0.58347,6.55361,0.00017,0.82954,month
1797.61,SYN.ETH-13FEB21,1613068738027,,0.0,0.0001,0.368,0.168186,80.01,,0.0,ETH-13FEB21-2100-P,1794.81,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00604,-0.1552,-0.08942,5e-05,-0.99841,day
1795.89,SYN.ETH-12FEB21,1613068738019,0.13,0.0,0.0001,0.2995,0.099695,80.0,,0.0,ETH-12FEB21-1975-P,1794.81,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00285,-0.11407,-0.03007,7e-05,-0.99877,day
1868.34,ETH-26MAR21,1613068738021,0.46,0.0,0.266,0.6655,0.465554,80.19,,0.0,ETH-26MAR21-1000-C,1794.81,1028884275,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.13626,-0.12838,1.14734,4e-05,0.99223,month
1953.6,SYN.ETH-24SEP21,1613068738022,0.61,2220.0,0.422,0.8215,0.621947,80.0,0.3005,0.0,ETH-24SEP21-760-C,1794.81,1069855185,"[[0.3, 2.0]]",0.0,0.3,2.0,0.0,0.0,[],0.0,,,,,1.17031,-0.20847,4.1293,6e-05,0.96549,month
1868.23,ETH-26MAR21,1613068740037,0.16,0.0,0.0001,0.361,0.161217,80.0,0.2,0.0,ETH-26MAR21-1680-C,1794.74,1081216033,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.21689,-2.08373,1.17437,0.00068,0.70033,month
1929.45,ETH-25JUN21,1613068740037,0.58,2.0,0.39,0.7895,0.589538,80.0,0.2295,0.0,ETH-25JUN21-800-C,1794.74,1079679514,"[[0.3385, 1.0], [0.0005, 2.0]]",0.0,0.3385,1.0,0.0,0.0,[],0.0,,,,,0.55649,-0.16667,2.75934,5e-05,0.98036,month
1953.5,SYN.ETH-24SEP21,1613068740037,0.05,0.0,0.0001,0.2415,0.041849,80.0,,0.0,ETH-24SEP21-1080-P,1794.74,1050496641,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.76986,-0.49339,-1.75479,0.00015,-0.10415,month
1797.49,SYN.ETH-13FEB21,1613068740043,,0.0,0.0001,0.299,0.099457,80.0,,0.0,ETH-13FEB21-1975-P,1794.74,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.09661,-2.48315,-0.08137,0.00088,-0.96219,day
1953.5,SYN.ETH-24SEP21,1613068740036,0.3,0.0,0.1155,0.515,0.31522,80.0,,0.0,ETH-24SEP21-1640-C,1794.74,1081215993,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.12867,-0.91356,4.90409,0.00027,0.72325,month
1929.35,ETH-25JUN21,1613068741044,0.22,0.0,0.001,0.4005,0.20072,80.0,,0.0,ETH-25JUN21-1960-P,1794.94,1050496669,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.55498,-1.36421,-4.36161,0.00042,-0.41707,month
1819.85,SYN.ETH-26FEB21,1613068741049,0.03,0.0,0.0001,0.236,0.036252,80.0,,0.0,ETH-26FEB21-1950-C,1794.94,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.36253,-3.74418,0.2366,0.00129,0.36224,month
1953.4,SYN.ETH-24SEP21,1613068741044,0.69,0.0,0.497,0.8965,0.696745,80.0,,0.0,ETH-24SEP21-600-C,1794.94,1042839730,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.54967,-0.09791,3.47535,3e-05,0.98591,month
1868.17,ETH-26MAR21,1613068741044,0.0,600.0,0.0001,0.2,0.000497,132.8,0.0005,0.0,ETH-26MAR21-600-P,1794.94,1079118221,"[[0.0005, 103.0]]",132.9,0.0005,103.0,0.0,0.0,[],0.0,,,,,0.06103,-0.09523,-0.00795,1e-05,-0.00315,month
1929.35,ETH-25JUN21,1613068741044,0.21,0.0,0.0001,0.388,0.188282,80.0,,0.0,ETH-25JUN21-1920-P,1794.94,1050496666,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.51042,-1.35087,-4.15695,0.00041,-0.40052,month
1929.6,ETH-25JUN21,1613068742051,0.24,0.0,0.051,0.4505,0.250564,80.0,,0.0,ETH-25JUN21-1680-C,1795.03,1081193200,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4.05023,-1.21304,3.18218,0.00037,0.70132,month
1820.06,SYN.ETH-26FEB21,1613068742055,0.01,0.0,0.0001,0.2075,0.007957,80.0,,0.0,ETH-26FEB21-1500-P,1795.03,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.63061,-1.73289,-0.07722,0.0006,-0.09845,month
1795.9,SYN.ETH-12FEB21,1613068742053,0.01,0.0,0.0001,0.201,0.001435,80.0,,0.0,ETH-12FEB21-1725-P,1795.03,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.11931,-2.57703,-0.00266,0.00303,-0.09589,day
1953.65,SYN.ETH-24SEP21,1613068742051,0.34,0.0,0.1155,0.515,0.315401,80.0,,0.0,ETH-24SEP21-2160-P,1795.03,1050496651,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,6.04146,-1.07616,-9.06514,0.00032,-0.43891,month
1929.7,ETH-25JUN21,1613068742052,0.0,0.0,0.0001,0.2,1.3e-05,80.0,,0.0,ETH-25JUN21-360-P,1795.03,969928415,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00475,-0.00142,-0.00082,0.0,-0.0001,month
1953.76,SYN.ETH-24SEP21,1613068743059,0.26,0.0,0.0695,0.469,0.269263,80.0,,0.0,ETH-24SEP21-1840-C,1795.12,1081216042,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.62226,-1.00149,4.68265,0.0003,0.65886,month
1974.53,SYN.ETH-31DEC21,1613068743058,0.01,0.0,0.0001,0.2055,0.005572,80.0,,0.0,ETH-31DEC21-520-P,1795.12,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.73382,-0.091,-0.37238,3e-05,-0.01577,month
1974.53,SYN.ETH-31DEC21,1613068743058,0.15,0.0,0.0001,0.3385,0.138862,80.0,,0.0,ETH-31DEC21-1440-P,1795.12,1050496677,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.39527,-0.66906,-6.14073,0.0002,-0.21308,month
1929.75,ETH-25JUN21,1613068743058,0.7,0.0,0.5105,0.91,0.710227,80.0,,0.0,ETH-25JUN21-560-C,1795.12,1018891315,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.09276,-0.02778,2.02794,1e-05,0.99743,month
1797.71,SYN.ETH-13FEB21,1613068743059,,0.0,0.0001,0.286,0.086161,80.0,,0.0,ETH-13FEB21-1950-P,1795.12,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.14517,-3.73135,-0.07842,0.00132,-0.93705,day
1820.14,SYN.ETH-26FEB21,1613068743061,0.01,0.0,0.0001,0.217,0.017342,80.0,,0.0,ETH-26FEB21-2100-C,1795.12,1083918188,[],0.0,0.0,0.0,0.5,1.0,"[[0.5, 1.0]]",500.0,,,,,1.04,-2.85789,0.13798,0.00098,0.20744,month
1974.63,SYN.ETH-31DEC21,1613068744064,0.36,5.0,0.1285,0.528,0.328323,80.0,0.5,0.0,ETH-31DEC21-2080-P,1795.08,1083700170,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,7.0648,-0.8761,-12.35028,0.00026,-0.37946,month
1929.75,ETH-25JUN21,1613068744065,0.41,1025.0,0.227,0.6265,0.426642,80.0,0.4715,0.0,ETH-25JUN21-1160-C,1795.08,1066260448,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.01676,-0.60402,3.3573,0.00019,0.90212,month
1796.08,SYN.ETH-12FEB21,1613068744066,0.04,0.0,0.0001,0.2675,0.067501,80.0,,0.0,ETH-12FEB21-1675-C,1795.08,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.02223,-0.8894,0.02519,0.00057,0.98779,day
1974.63,SYN.ETH-31DEC21,1613068744065,0.01,0.0,0.0001,0.207,0.007371,80.0,,0.0,ETH-31DEC21-560-P,1795.08,1016018956,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.90254,-0.11192,-0.47933,3e-05,-0.0201,month
1974.63,SYN.ETH-31DEC21,1613068744065,0.37,0.0,0.1425,0.542,0.342027,80.0,,0.0,ETH-31DEC21-2120-P,1795.08,1050496687,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,7.11765,-0.88266,-12.75826,0.00026,-0.38914,month
1796.08,SYN.ETH-12FEB21,1613068744072,0.05,0.0,0.0001,0.222,0.022253,80.0,,0.0,ETH-12FEB21-1825-P,1795.08,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.24736,-9.89445,-0.01949,0.00629,-0.69001,day
1929.75,ETH-25JUN21,1613068745072,0.5,0.0,0.314,0.7135,0.513672,80.0,,0.0,ETH-25JUN21-960-C,1795.07,1028884276,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.12649,-0.33738,3.10909,0.0001,0.95398,month
1974.59,SYN.ETH-31DEC21,1613068745072,0.66,0.0,0.4705,0.87,0.670439,80.0,,0.0,ETH-31DEC21-680-C,1795.07,1018850147,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.48268,-0.18387,5.11491,5e-05,0.96355,month
1974.59,SYN.ETH-31DEC21,1613068745073,0.62,0.0,0.437,0.8365,0.636699,80.0,,0.0,ETH-31DEC21-760-C,1795.07,1018915694,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.91203,-0.23711,5.46852,7e-05,0.95008,month
1929.75,ETH-25JUN21,1613068745073,0.56,0.0,0.3705,0.77,0.570166,80.0,,0.0,ETH-25JUN21-840-C,1795.07,1019011192,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.68123,-0.20403,2.85888,6e-05,0.97504,month
1974.58,SYN.ETH-31DEC21,1613068746080,0.23,0.0,0.0385,0.438,0.238213,80.0,,0.0,ETH-31DEC21-2320-C,1795.18,1081216046,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,7.30913,-0.9064,5.68864,0.00027,0.56421,month
1797.75,SYN.ETH-13FEB21,1613068746085,,0.0,0.0001,0.2465,0.046723,80.0,,0.0,ETH-13FEB21-1725-C,1795.18,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.33543,-8.62159,0.0572,0.00304,0.79302,day
1974.58,SYN.ETH-31DEC21,1613068746079,0.01,0.0,0.0001,0.2115,0.011975,80.0,,0.0,ETH-31DEC21-640-P,1795.18,1050496686,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.27894,-0.1586,-0.74043,5e-05,-0.03046,month
1953.76,SYN.ETH-24SEP21,1613068746079,0.36,0.0,0.1295,0.529,0.329316,80.0,,0.0,ETH-24SEP21-2200-P,1795.18,1050496652,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,6.06634,-1.08059,-9.37277,0.00032,-0.45043,month
1974.58,SYN.ETH-31DEC21,1613068746079,0.06,0.0,0.0001,0.251,0.051033,80.0,,0.0,ETH-31DEC21-1000-P,1795.18,1050496675,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,3.26123,-0.40442,-2.63813,0.00012,-0.10015,month
1974.7,SYN.ETH-31DEC21,1613068747086,0.33,0.0,0.1015,0.501,0.301467,80.0,,0.0,ETH-31DEC21-2000-P,1795.03,1050496682,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,6.9433,-0.86103,-11.5382,0.00025,-0.35976,month
1974.7,SYN.ETH-31DEC21,1613068747086,0.33,0.0,0.1435,0.543,0.343055,80.0,,0.0,ETH-31DEC21-1720-C,1795.03,1081216017,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,6.33222,-0.78525,6.44039,0.00023,0.71214,month
1929.85,ETH-25JUN21,1613068747086,0.02,0.0,0.0001,0.2195,0.019933,80.0,,0.0,ETH-25JUN21-1080-P,1795.03,1050496659,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.64781,-0.49352,-0.6684,0.00015,-0.07472,month
1820.3,SYN.ETH-26FEB21,1613068747088,0.69,0.0,0.4485,0.848,0.648238,80.0,,0.0,ETH-26FEB21-3000-P,1795.03,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.01396,-0.03836,-1.1956,1e-05,-0.99885,month
1929.7,ETH-25JUN21,1613068747086,0.48,0.0,0.296,0.6955,0.495526,80.0,,0.0,ETH-25JUN21-1000-C,1795.03,1028884266,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.29399,-0.38755,3.17566,0.00012,0.94524,month
1953.76,SYN.ETH-24SEP21,1613068748093,0.26,0.0,0.036,0.4355,0.235563,80.0,,0.0,ETH-24SEP21-1920-P,1794.99,1050496646,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.76726,-1.02732,-7.2356,0.00031,-0.36636,month
1795.99,SYN.ETH-12FEB21,1613068748095,0.03,0.0,0.0001,0.207,0.00738,80.0,,0.0,ETH-12FEB21-1775-P,1794.99,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.25902,-10.36068,-0.00971,0.00659,-0.34752,day
1868.44,ETH-26MAR21,1613068748094,0.0,0.0,0.0001,0.2,5.9e-05,86.27,,0.0,ETH-26MAR21-760-P,1794.99,1050496670,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.01517,-0.01537,-0.00162,0.0,-0.00069,month
1953.76,SYN.ETH-24SEP21,1613068748093,0.24,0.0,0.053,0.4525,0.252917,80.0,,0.0,ETH-24SEP21-1920-C,1794.99,1081215996,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,5.76726,-1.02732,4.57667,0.00031,0.63364,month
1797.72,SYN.ETH-13FEB21,1613068748097,,0.0,0.0001,0.2,2.4e-05,80.01,,0.0,ETH-13FEB21-2100-C,1794.99,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00606,-0.04259,0.00012,5e-05,0.00159,day
1795.99,SYN.ETH-12FEB21,1613068748097,0.18,0.0,0.0001,0.341,0.141337,80.0,,0.0,ETH-12FEB21-2050-P,1794.99,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,4e-05,-0.00152,-0.03124,0.0,-0.99999,day
1974.49,SYN.ETH-31DEC21,1613068749100,0.21,0.0,0.0001,0.391,0.191288,80.0,,0.0,ETH-31DEC21-1640-P,1794.98,1050496679,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,6.09937,-0.75638,-7.99149,0.00022,-0.2667,month
1795.95,SYN.ETH-12FEB21,1613068749101,0.07,0.0,0.0001,0.295,0.095212,80.0,,0.0,ETH-12FEB21-1625-C,1794.98,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00158,-0.06301,0.02475,4e-05,0.99936,day
1795.95,SYN.ETH-12FEB21,1613068749105,0.0,0.0,0.0001,0.2,0.000149,80.0,,0.0,ETH-12FEB21-1925-C,1794.98,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.02453,-0.26708,0.00037,0.00062,0.01368,day
1795.95,SYN.ETH-12FEB21,1613068749100,0.12,0.0,0.0001,0.2855,0.085795,80.0,,0.0,ETH-12FEB21-1950-P,1794.98,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.00905,-0.36204,-0.0296,0.00023,-0.9956,day
1929.6,ETH-25JUN21,1613068749100,0.27,1.0,0.085,0.4845,0.284694,80.0,0.137,0.0,ETH-25JUN21-1560-C,1794.98,1080750384,"[[0.1305, 1.0]]",0.0,0.1305,1.0,0.0,0.0,[],0.0,,,,,3.69196,-1.10574,3.30075,0.00034,0.75217,month
1929.6,ETH-25JUN21,1613068750107,0.04,1000.0,0.0001,0.237,0.037303,80.0,0.1336,0.0,ETH-25JUN21-1240-P,1794.96,1081744800,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,2.38786,-0.71516,-1.13816,0.00022,-0.12389,month
1953.65,SYN.ETH-24SEP21,1613068750108,0.81,0.0,0.6165,1.016,0.816013,80.0,,0.0,ETH-24SEP21-360-C,1794.96,1018915663,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.06607,-0.01177,2.19572,0.0,0.99869,month
1929.6,ETH-25JUN21,1613068750107,0.02,0.0,0.0001,0.2135,0.013708,80.0,,0.0,ETH-25JUN21-1000-P,1794.96,1050496657,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.29415,-0.3876,-0.4835,0.00012,-0.05477,month
1929.6,ETH-25JUN21,1613068750107,0.85,0.0,0.655,1.0545,0.854897,80.0,,0.0,ETH-25JUN21-280-C,1794.96,1018891309,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.0006,-0.00018,1.02445,0.0,0.99999,month
1929.6,ETH-25JUN21,1613068750107,0.68,550.0,0.49,0.8895,0.68975,80.0,0.11,0.0,ETH-25JUN21-600-C,1794.96,1018941518,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.1369,-0.041,2.16267,1e-05,0.99604,month
1820.09,SYN.ETH-26FEB21,1613068751115,0.07,0.0,0.0001,0.2835,0.083575,80.0,,0.0,ETH-26FEB21-1750-C,1794.83,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,1.37514,-3.77884,0.39494,0.0013,0.62767,month
1820.09,SYN.ETH-26FEB21,1613068751115,0.41,0.0,0.1755,0.575,0.375187,80.0,,0.0,ETH-26FEB21-2500-P,1794.83,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.23539,-0.64685,-0.97768,0.00022,-0.97173,month
